Textos_espanol,sdg
esta asignación se otorga a los docentes de escuelas aisladas rurales culturalmente diversas y desfavorecidas véase el capítulo 5 los líderes escolares que trabajan en escuelas con una alta concentración de estudiantes vulnerables también reciben una compensación mayor véase el capítulo 4 mineduc ace y es 2016 las escuelas privadas subvencionadas pueden cobrar derechos de matrícula a las familias a través del sistema de financiación compartida véase el capítulo 2,4
una experiencia notable que beneficia a los adultos mayores y a otros grupos está en marcha en argentina desde 2002 la política nacional de medicamentos que promueve la prescripción de medicamentos genéricos esto dio lugar al programa remediar que proporciona medicación ambulatoria gratuita a través de los centros de atención primaria de salud mientras que el ministerio de salud controla los precios para detectar cualquier aumento injustificado escobar 2007 algunos medicamentos se suministran gratuitamente en la república bolivariana de venezuela y en paraguay este último país suministra fármacos gratuitos a personas vulnerables mayores de 70 años a través del instituto de previsión social del ministerio de salud en junio de 2007 300 personas se beneficiaban del programa que pretendía llegar a 1000 personas a finales de año,3
alrededor del 75 de los directores de los centros de intervención estimaron que el proyecto propició la colaboración entre profesores de forma inusual y positiva y que el proyecto brindó oportunidades de desarrollo profesional que su personal docente no habría tenido de otro modo los instrumentos de la encuesta miden tanto los contextos locales en los que tiene lugar la intervención como los efectos de ésta en una serie de resultados de interés para alumnos y profesores entre ellos el cambio en las prácticas pedagógicas actitudes y creencias de los profesores así como los efectos de esas prácticas en las puntuaciones de sus alumnos en los exámenes su comprensión y actitud hacia la creatividad y el pensamiento crítico su compromiso con la escuela y sus puntuaciones en las pruebas estandarizadas de creatividad aunque los resultados son provisionales el análisis inicial de los datos de los alumnos piloto muestra que la intervención tiene efectos prometedores en los resultados de interés la siguiente fase del proyecto debería incluir un estudio de validación o eficacia antes de que los países amplíen los enfoques eficaces,4
por lo tanto necesitan desarrollar fuertes vínculos de colaboración entre sí para mejorar su capacidad educativa de servicios y de investigación aplicada reconociendo la necesidad de aumentar la accesibilidad geográfica algunas escuelas superiores han propuesto centros de extensión situados en pueblos árabes pero las autoridades han rechazado estas iniciativas las autoridades deberían considerar la posibilidad de prestar apoyo a centros específicos de aprendizaje de extensión de la enseñanza superior atendidos por varias escuelas superiores diferentes y posiblemente universidades y la universidad abierta en aldeas con bajos índices de participación en la enseñanza terciaria sin embargo existen lagunas considerables en cuanto a la oferta regional y la galilea y en particular su población árabe parece estar insuficientemente atendida por la oferta de la universidad abierta,4
sin embargo el desarrollo de mecanismos de remuneración a la capitación que permitan evitar menos incentivos para multiplicar las actuaciones y animar a los profesionales de la salud a acompañar más tiempo a los pacientes tout comme les paiements en fonction des résultats dans les soins primaires doivent être renforcés afin de faire face à la prévalence croissante des maladies chroniques et de réduire la demande induite par 1offre et les disparités sociales en terme daccess aux soins diversos indicadores de la esperanza de vida se encuentran entre los más elevados de la ocde especialmente en el caso de las mujeres figura 1 paneles a y b estas medidas también han mostrado una mejora constante blanpain 2016,3
muchas universidades todavía no han adaptado sus programas a los nuevos planes de estudios aunque como ya se ha señalado se están realizando esfuerzos para animar a más instituciones a actualizar sus cursos los requisitos de funcionamiento y la supervisión de las universidades privadas en costa rica son extremadamente bajos véase el capítulo 5 de los 19 programas de formación inicial docente que están acreditados sólo dos son de universidades privadas en contraste más de dos tercios de los países de la ocde tienen algún tipo de requisito de acreditación de calidad para los programas de formación inicial docente ocde 2014,4
en estos países la proporción de parejas en las que el varón trabaja entre 30 y 39 horas semanales y la mujer más de 40 es también mayor que en otros países europeos resultados no mostrados el modelo de sustentador principal es con un 348 figura 49 barras grises el más común en las familias de pareja alemanas seguido del tradicional modelo de sustentador único en el que la madre está inactiva o desempleada 239 barras blancas en francia la combinación de dos personas que trabajan a tiempo completo es mucho más común siendo lo más probable que las parejas opten por la doble jornada reducida o que uno de los miembros de la pareja trabaje a tiempo completo y el otro entre 30 y 39 horas la tercera práctica más común en francia es el modelo de dos asalariados a tiempo completo la distribución de las modalidades de trabajo en las que el hombre no trabaja es muy similar en ambos países,5
entre las personalidades que asistieron se encontraban la ex secretaria de estado de eeuu hilary clinton la ex directora de onu mujeres michele bachelet y cinco presidentas y jefas de gobierno de la época la declaración conjunta resultante firmada por mujeres líderes mundiales dio lugar a la adopción de la resolución 66130 de la agnu el 19 de diciembre de 2011 aunque la suplencia institucionalizada de las mujeres no es un fenómeno deseable un mayor número de mujeres en este nivel puede tener el potencial de normalizar su presencia en las altas esferas,5
alrededor del 7 de la población declara necesidades no cubiertas de este tipo con una diferencia considerable entre los grupos de renta alta y baja gráfico 11 y entre las regiones los costes y los tiempos de espera son los que más contribuyen a las necesidades insatisfechas en polonia mientras que la mayoría de los procedimientos médicos convencionales están incluidos la lista de medicamentos reembolsables es reducida en consecuencia la proporción del gasto de bolsillo en productos farmacéuticos en polonia 60 es la cuarta más alta de la ue después de rumanía bulgaria y croacia y considerablemente superior a la media de la ue 44,3
de este modo la prevención secundaria aumenta las oportunidades de realizar intervenciones menos costosas e invasivas con el fin de evitar la progresión de la enfermedad y la aparición de los síntomas o el stock de enfermedad30 algunos ejemplos son el cribado de enfermedades como la tuberculosis la diabetes y el cáncer de mama una característica de la prevención secundaria es que se produce antes de que se haya realizado el diagnóstico a menudo estas detecciones tempranas de casos implican servicios de laboratorio y diagnóstico por imagen,3
la diferencia salarial neta que controla las diferencias observables se sitúa en el 69 184115 con mayor frecuencia que los hombres las mujeres tienden a abandonar sus puestos de trabajo o a no ascender en la escala salarial un fenómeno conocido como la tubería agujereada o el techo de cristal como resultado la proporción de mujeres en puestos de gestión o dirección un 33 en suiza no se corresponde con su 45 de la población activa,5
en otras palabras gobernar mediante leyes puede interpretarse fácilmente como una falta de confianza en los profesores lo que a su vez puede llevarles a sentirse controlados lo que podría perjudicar su creatividad motivación y autoestima por otra parte si la calidad de la enseñanza no es suficientemente buena y los padres y los alumnos no tienen la sensación de que los profesores cumplen la ley de educación la confianza del público en las escuelas puede disminuir el camino a seguir parece por tanto continuar apoyando a los profesores que parecen haber asumido los cuatro principios de la ley de educación y apoyar a las buenas escuelas y profesores como ejemplo para otras escuelas,4
las mujeres se ven ahora oprimidas por sus propios hombres que no creen que seamos capaces de contribuir de forma significativa a la sociedad en algo más que ser portadoras de hijos alcanzar el objetivo de la participación igualitaria de mujeres y hombres en la toma de decisiones proporcionará un equilibrio que reflejará con mayor exactitud la composición de la sociedad y es necesario para fortalecer la democracia y promover su correcto funcionamiento naciones unidas 1995 párrafo 181 para que el gobierno local responda a las necesidades tanto de las mujeres como de los hombres debe basarse en las experiencias de ambos se ha trabajado menos sobre el impacto real de las mujeres en la naturaleza y el trabajo de los órganos legislados,5
una supervisión que tenga en cuenta las cuestiones de género puede garantizar políticas de seguridad inclusivas y basadas en las necesidades reforzar la eficacia operativa de las instituciones del sistema de seguridad mediante el seguimiento y la evaluación y aplicar una presupuestación equitativa esto puede incluir la formación en cuestiones de género y seguridad de los parlamentarios y su personal especialmente los de los comités de defensa y seguridad el apoyo a las evaluaciones del impacto de género de la legislación y las políticas de seguridad propuestas y existentes y el apoyo a mecanismos de debate público y consulta como una consulta nacional sobre seguridad que incluya a organizaciones de mujeres y de derechos humanos urbanas y rurales apoyar la reforma electoral y de los partidos puede garantizar una mayor participación de las mujeres y de otros grupos infrarrepresentados en el proceso político las cuotas constitucionales electorales yo de partido pueden ayudar a conseguirlo,5
las respuestas necesarias incluyen el aumento de la accesibilidad geográfica a la educación superior la mejora de la preparación para la educación superior a través de la inversión a largo plazo a las escuelas y vínculos más estrechos entre las escuelas y las instituciones de educación superior y la mejora de la cultura del campus y las medidas de apoyo académico y social para mejorar la retención y el éxito en la educación superior teniendo en cuenta la actual infrarrepresentación de la población árabe en la educación terciaria deberían tomarse medidas para proporcionar un apoyo adecuado al nai que es la primera institución de educación superior árabe de israel véase el recuadro 21 también debería prestarse apoyo a las facultades de educación árabes para ayudarles a diversificar sus carteras docentes,4
desde mediados del siglo xx los sistemas educativos se han expandido enormemente y las poblaciones humanas nunca han estado tan educadas como hoy las economías emergentes y los países en desarrollo también están ampliando sin cesar sus sistemas educativos pues consideran que la educación es un ingrediente indispensable de la modernización y el progreso de hecho los beneficios para los individuos y las sociedades de una educación cada vez mayor siguen siendo muy impresionantes,4
en el derecho consuetudinario anterior a la independencia el acceso de las mujeres a la tierra se realizaba principalmente a través de sus maridos padres o algún otro pariente masculino en virtud de la ley de reforma de las tierras comunales de 2002 no hay impedimentos para la igualdad de género en la asignación de tierras comunales pero no hay una articulación directa del principio de no discriminación ni ninguna acción afirmativa para las mujeres las tierras siguen siendo asignadas por los líderes tradicionales y ratificadas por las juntas de tierras comunales de las que aproximadamente un tercio son mujeres,5
se trata de una de las tasas más altas de la ocde al igual que en otros países de américa latina la desigualdad de ingresos en méxico también es muy elevada en 2012 los ingresos medios del 10  superior en méxico eran 305 veces superiores a los del 10  inferior esta es la mayor diferencia en la ocde y se compara desfavorablemente con un promedio de la ocde de 96 a 1 para el decil más alto frente al más bajo ocde 2015d la pobreza es más pronunciada en los hogares encabezados por mujeres usaid 2012,5
dedicar una hora a la semana a los deberes se asocia a una reducción del 15 en la probabilidad de sacar malas notas en matemáticas en comparación con no hacer deberes dedicar dos horas semanales a los deberes se asocia a una reducción del 36 de esa probabilidad y tres horas semanales a una reducción del 50 la probabilidad de sacar malas notas sigue disminuyendo a medida que aumenta el número de horas dedicadas a los deberes pero solo hasta cierto punto a partir del cual la inversión resulta nula ocde 2016c entre los factores que pueden influir en el rendimiento escolar se encuentran la falta de un lugar adecuado y tranquilo en casa para estudiar la necesidad de contribuir a las actividades familiares y de otro tipo una orientación o supervisión inadecuada por parte de los padres en los años de juventud de los alumnos la falta de confianza en su capacidad para comprender o completar los deberes y la falta de interés por la tarea yo la materia,4
sin embargo para que las reformas arraiguen y den fruto los compromisos jurídicos que aspiran a la igualdad deben impregnar las leyes nacionales y acabar convirtiéndose en normas sociales los estados que se comprometen con los convenios y principios internacionales que establecen normas generales deben incorporarlos a través de sus constituciones y enmiendas a la legislación nacional también se comprometen con las normas regionales sobre igualdad de género y no discriminación en libia se espera que la ratificación de una constitución permanente sustituya a la declaración constitucional provisional en vigor desde agosto de 2011,5
en portugal los indicadores de la experiencia del paciente figuran entre los utilizados para contratar la asistencia sanitaria primaria aunque la mayoría de los sistemas sanitarios de la ocde cuentan al menos con algunas encuestas para recoger las prem a menudo no se hace de forma estandarizada como se observa en corea y australia y se suele recoger con poca frecuencia en japón por ejemplo las prem se recogen una vez cada tres años en un sistema en el que los datos de prom se hacen públicos pueden utilizarse para ayudar a los pacientes a tomar decisiones mejor informadas lo ideal sería que los datos de prom se transmitieran a los médicos para ayudarles a mejorar la atención y los resultados de los pacientes,3
la situación es similar a nivel de gobierno local las concejalas están infrarrepresentadas en todas las regiones del mundo y las alcaldesas aún más además el techo de cristalha obstaculizado el acceso de las mujeres a los puestos directivos en las empresas privadas esto es especialmente notable en las mayores corporaciones que siguen estando dominadas por los hombres,5
si la educación consistiera en impartir conocimientos sobre contenidos el desarrollo y la evaluación de la pedagogía consistirían en establecer los mejores métodos para promover la memorización y la comprensión de conocimientos y conceptos pero las pedagogías centradas en las disciplinas sólo cubren una parte de lo que un profesor una escuela o un sistema pueden querer desarrollar en los alumnos y se ha producido un cambio concertado hacia pedagogías que desarrollan competencias personales y sociales de más alto nivel impulsado por al menos cuatro factores en segundo lugar las sociedades y las industrias basadas en las tecnologías digitales exigen que las personas gestionen y utilicen un conjunto más complejo de información y aumentan el valor de las habilidades sociales en tercer lugar los cambios sociales han aumentado la complejidad de las opciones y las tareas a las que se enfrentan los jóvenes en su transición de la adolescencia a la edad adulta por último algunos sectores se han opuesto a la intensificación de las evaluaciones estandarizadas de las capacidades cognitivas,4
un piloto de este programa en 2010 apoyó nueve proyectos el alcance del beneficio depende de la puntuación obtenida en la prueba de selección universitaria psu incluye como mínimo el pago del 100 de los derechos de matrícula si el estudiante supera una puntuación de corte determinada pero también puede incluir un estipendio mensual si supera un puntaje de corte más alto y un semestre estudiando en el extranjero si supera un puntaje de corte aún más alto hay indicios de que gracias a esta iniciativa la nota media de la psu de los estudiantes que acceden a la formación de profesores ha aumentado en 2011 otra iniciativa es la campaña elige educar que busca promover la docencia a través de diversas acciones entre ellas el seguimiento de la situación social de la docencia becas para personas con experiencia fuera de la educación que quieran incorporarse a la docencia e intervenciones en las escuelas para entregar información sobre la docencia y sensibilizar a los agentes escolares sobre la importancia de la docencia como profesión,4
de media por cada 1  de crecimiento adicional del gasto sanitario antes de la crisis se produjo una caída del 09  del gasto sanitario después de la crisis esta recesión ha sido en muchos aspectos más profunda ha durado más y ha experimentado una recuperación más débil que recesiones anteriores como las vividas en las décadas de 1970 y 1980 ocde 2012 los patrones del gasto sanitario también han sido notablemente diferentes durante la recesión del psot2008,3
los productos farmacéuticos en el pbs son suministrados a los pacientes de los servicios de salud para aborígenes en el momento de las consultas y sin coste alguno para el paciente por un profesional sanitario debidamente cualificado y autorizado de conformidad con la legislación estatal las mujeres embarazadas están exentas en caso de asistencia hospitalaria y ambulatoria relacionada con el embarazo los niños menores de 4 años sólo pagan 130 eur por medicamento recetado y no pagan coseguro,3
esto exige la adopción de responsabilidades claras para la financiación de inversiones que tengan más en cuenta el panorama general se reduce cuando intervienen varios niveles de gobierno en las decisiones clave en materia de asistencia sanitaria como ocurre por ejemplo con la financiación de la construcción de nuevos hospitales y el equipamiento de alto coste en varios países entre ellos polonia ocde 2010a según zukowski la nfz debería desempeñar ese papel de coordinación incluida la planificación de las necesidades a largo plazo la prevención y la supervisión financiera y de calidad,3
esto hace que el análisis de los patrones de uso del tiempo y el papel del poder de negociación sean vitales para comprender la dinámica de los hogares y la participación de las mujeres en el mercado laboral en china estas percepciones contribuirán al desarrollo de políticas que promuevan la igualdad de género y mejoren el bienestar de las mujeres más concretamente examinamos si el poder de negociación relativo de las mujeres disminuye su tiempo o su participación en el trabajo doméstico y de cuidados nos centramos en una muestra de 13505 parejas extraídas de los datos de la encuesta nacional sobre el uso del tiempo en china ctus de 2008,5
en un estudio anterior de la ocde sobre evaluación y valoración en dinamarca shewbridge et al  podría basarse en las normas profesionales de enseñanza que dinamarca una vez desarrolladas éstas pero también tener en cuenta indicadores y criterios basados en la escuela así como objetivos y contextos escolares puede ser de bajo perfil y bajo coste e incluir la autoevaluación la evaluación por los compañeros la observación en el aula y conversaciones estructuradas y la retroalimentación periódica por parte del director del centro y de compañeros experimentados,4
el nuevo indicador de salud mental se diseñó para medir la respuesta a los trastornos de ansiedad y depresión mediante la ejecución del programa de mejora del acceso a las terapias psicológicas nhs outcomes framework 20132014 el gasto en prestaciones por discapacidad representa una importante carga económica para las finanzas públicas de muchos países de la ocde de media el gasto en prestaciones por discapacidad equivale al 2 del pib en todos los países de la ocde con un gasto como porcentaje del pib tan elevado como el 45 en noruega países bajos y suecia ocde 2010,3
tratamiento adecuado  en el lugar y el momento adecuados resumen en inglés informe nº cambios en los presupuestos del estado para 1998 proposición nº om psykiske lidelser og tjenestetilbudeneapertura e integralidad trastornos mentales y prestación de servicios sosial og helsedepartementet libro blanco nº,3
las niñas están en desventaja en las regiones con tasas globales de matriculación bajas mientras que en las regiones con tasas más altas como sudamérica centroamérica y el sur de ãfrica es al revés a medida que las expectativas educativas de las niñas aumentan a un ritmo más rápido que las de los niños también lo hace su rendimiento académico una vez que han accedido a la enseñanza superior las mujeres superan a los hombres en calificaciones evaluaciones y titulaciones unesco 2012a las regiones están en orden descendente según las tasas de matriculación de 2010,5
como era de esperar el bajo peso al nacer se asocia a una mayor mortalidad infantil al igual que formar parte de un parto múltiple las tasas de mortalidad también varían en función del orden de nacimiento la mortalidad infantil es mayor en los niños de orden de nacimiento cuatro o superior y menor en los de orden de nacimiento dos o tres aunque esto coincide con otros estudios sobre mortalidad infantil contrasta con las conclusiones de un estudio anterior sobre jordania realizado por shakhatreh abbas e issa 1996 analizando las estadísticas de mortalidad del periodo 19801990 estos autores constatan que las tasas de mortalidad infantil eran más bajas entre los primogénitos,3
los maestros de preescolar y jardín de infancia deben ser licenciados cada primavera miles de bachilleres presentan sus solicitudes a los departamentos de formación del profesorado de ocho universidades finlandesas normalmente no basta con terminar el bachillerato y aprobar un riguroso examen nacional de matriculación los candidatos seleccionados deben tener las mejores notas y excelentes aptitudes interpersonales,4
así pues el grado en que un país valora la educación parece depender al menos en parte de la visión que tenga de cómo encajan el conocimiento y las aptitudes en la forma en que llena sus arcas nacionales otorgar un alto valor a la educación podría ser por tanto un requisito previo para construir tanto un sistema educativo de primera categoría como una economía próspera una vez más esto es sólo el beneficio económico directo imaginemos el impacto social en grandes partes de las poblaciones que actualmente carecen de conocimientos y habilidades básicas,4
aunque existe un debate considerable sobre si los hogares encabezados por mujeres están sobrerrepresentados entre los pobres chant 2003 hay pruebas de una fuerte asociación entre la pobreza de los hogares y la dependencia única o principal de los ingresos femeninos kabeer 2008a chen y otros 2005 sender 2003 las investigaciones llevadas a cabo tras las crisis financieras en asia y otros lugares confirmaron que a falta de seguridad social para los trabajadores informales el trabajo remunerado y no remunerado de las mujeres ayudaba a mantener a sus hogares comisión económica y social de las naciones unidas para asia y el pacífico cespap 2003 se ha demostrado que el acceso de las mujeres a la tierra y a la vivienda tiene importantes repercusiones en la productividad de los hogares deere y otros 2004 katz y chamorro 2003,5
por término medio las asociaciones escolares están formadas por entre 6 y 12 colegios en 2010 la gran mayorãa de las escuelas 967 pertenecãan a una comunidad escolar y la mayorãa de las escuelas que no se habãan unido a una comunidad escolar impartãan enseñanza para alumnos con necesidades especiales el principal objetivo de esta iniciativa es reforzar las capacidades organizativas y de liderazgo de las escuelas mediante una mayor cooperación,4
concretamente los resultados se han utilizado para diseñar indicadores de desarrollo para la polãtica nacional por ejemplo el programa nacional para la igualdad de oportunidades y no discriminación contra las mujeres 20132018 incluyó la estimación de la contribución de las mujeres al pib por el valor económico del trabajo doméstico no remunerado a nivel mundial la oit estima que el trabajo de cuidados no remunerado asciende a unos 11 billones de dólares o el 9 del pib mundial cuando se utiliza el salario mínimo por hora oit 2018,5
méxico sin embargo sigue teniendo el porcentaje más bajo de alumnos con mejores resultados en matemáticas en 2009 entre los países de la ocde y el tercer porcentaje más bajo entre los 39 países participantes con datos comparables después de indonesia con un 01 y túnez con un 03 resultados pisa 2009 volumen vtablav32 del mismo modo de los alumnos canadienses que obtuvieron un rendimiento inferior al nivel 2 en 2000 más del 60 no habían cursado estudios postescolares a la edad de 21 años por el contrario más de la mitad de los alumnos 55 que habían obtenido un rendimiento de nivel 2 como nivel más alto estaban en la universidad o en el colegio los alumnos que alcanzan el nivel 2 en matemáticas pueden emplear algoritmos básicos fórmulas procedimientos o convenciones,4
estos tres países tratan de integrar la educación y la atención con el fin de proporcionar un desarrollo infantil holístico esto significa que el desarrollo de los niños se considera una interacción dinámica y estrechamente entrelazada entre sus circunstancias físicas y mentales y el entorno en el que crecen la edad de inicio de la escolarización puede variar en suecia comienza a los siete años mientras que en noruega empieza a los seis y en nueva zelanda a los cinco muchos paãses con un sistema dividido han creado un marco de aprendizaje sólo para los niños en la franja de edad más avanzada de la aepi desde los dos años y medio o tres años aproximadamente hasta la escolarización obligatoria en portugal las directrices del plan de estudios básico para la educación preescolar publicadas por el ministerio de educación abarcan a los niños desde los tres hasta los seis años la edad de escolarización obligatoria en portugal,4
la ocde está elaborando mejores datos sobre los resultados de la asistencia sanitaria a nivel de sistema en particular sobre la mortalidad susceptible y la calidad de la asistencia sanitaria recuadro 2 dado que su cobertura es aún limitada estos datos no pueden sustituir a los indicadores del estado de salud a la hora de evaluar la eficiencia de la asistencia sanitaria pero pueden complementarlos en primer lugar se han realizado regresiones de datos de panel para arrojar luz sobre la contribución de la asistencia sanitaria y otros determinantes al estado de salud de la población joumard et al este trabajo empírico sugiere que los cambios en el gasto sanitario los factores de estilo de vida consumo de tabaco y alcohol así como la dieta la educación la contaminación y los ingresos han sido factores importantes detrás de las mejoras en el estado de salud,3
los planes de estudios deben incluir el multiculturalismo y la diversidad como temas de contenido en las clases de lengua historia y educación cívica suecia debería aplicar y poner en práctica un plan de estudios que tenga en cuenta la diversidad de forma coherente en todas las escuelas para los alumnos inmigrantes las escuelas inclusivas pueden aumentar sus oportunidades de aprender porque pueden interactuar con otros niños lo que a su vez puede promover su participación familiar y comunitaria,4
hi ksjstjja 970 955 953  en primer lugar a pesar de ciertas variaciones entre países en la proporción de mujeres empleadas en el sector de los cuidados y en otros sectores en todos los casos la proporción en el primero es al menos el doble que en el segundo en segundo lugar la abrumadora presencia de mujeres entre los trabajadores remunerados del sector de los cuidados ha cambiado poco en la última década en términos de la media regional y de los países individuales véase el gráfico iii8 la proporción de mujeres es mayor entre los trabajadores domésticos 952 en 2000 y 906 en 2010 que entre los demás cuidadores y es mayor en los servicios educativos y en los servicios comunitarios y domésticos que en los servicios de salud 944 y 952 respectivamente en 2000 frente a 859 en 2010,5
con este objetivo el elemento de notificación hcri3 equivale a hc6 en el csa 10 y se encuentra dentro del ámbito de la asistencia sanitaria la propuesta es mantenerlos tal cual para promover una práctica continuada de notificación especialmente durante la transición al csa 2011 véase la tabla 52 para una asignación de estas categorías esto incluye el tratamiento médico básico como el tratamiento dental si se presta como parte integrante de la función de salud pública sin embargo excluye la remuneración en especie de los bienes y servicios de asistencia sanitaria que constituyen el consumo final real de los hogares y no el consumo intermedio de las empresas dado que los componentes de asistencia sanitaria de los cuidados de larga duración se incluyen en hc3 los componentes sociales complementarios se incluyen como una categoría relacionada con la asistencia sanitaria que se subdivide a su vez en componentes en especie y en efectivo los componentes de asistencia sanitaria y social hc3 y hcrl pueden sumarse para obtener un valor total de los cuidados de larga duración cld,3
la proporción de todas las mujeres en el mercado laboral mayores de 15 años creció del 339 en 1991 al 433 en 2014 de hecho méxico tiene la segunda tasa más baja de participación femenina en edad de trabajar en la fuerza laboral de la ocde después de turquía las mujeres mexicanas también participan en tasas más bajas que las mujeres en colombia y perú otros dos países latinoamericanos de ingresos mediosaltos ocde 2016b existe una brecha de 353 puntos porcentuales entre las tasas de participación laboral de las mujeres y los hombres mexicanos,5
el cribado de la presión arterial también aumentó del 30 al 34 de la población no diagnosticada entre 2013 y 2014 en cambio solo se logró un control adecuado de los niveles de colesterol en alrededor del 45 de las personas con dislipidemia en la evaluación se consideraron las razones por las que no se alcanzó el objetivo del 55 entre ellas la escasa adherencia a las directrices clínicas o los sistemas de información deficientes,3
es el caso de los países nórdicos que fueron de los primeros en introducir el cambio en los años setenta una de las reformas más recientes se llevó a cabo en polonia donde la orientación temprana se pospuso un año hasta los 15 años la reforma elevó sustancialmente el rendimiento de los alumnos sobre todo el de aquellos que habrían sido asignados a itinerarios profesionales sin menoscabar el rendimiento de los alumnos con mejores resultados wisniewski 2007,4
aún así las personas lgbti en contextos de conflicto son a menudo desatendidas y las violaciones contra ellas poco denunciadas deberían realizarse esfuerzos para buscar activamente información sobre la situación de las personas lgbti incluso a través de organizaciones que protejan sus derechos garantizando al mismo tiempo la confidencialidad y la seguridad de las personas afectadas el equipo podría tener que considerar diferentes enfoques para garantizar que las voces de las mujeres y los hombres estén representadas por igual el equipo podría optar por trazar posibles retos y desarrollar estrategias adecuadas para recabar información como se indica en los ejemplos siguientes,5
hasta ahora sólo australia italia y el reino unido han invertido en este tipo de herramientas mientras que japón ha empezado a publicar una lista de recomendaciones de choosing wisely no sólo contribuyen a prestar una atención más centrada en el paciente sino que también pueden ayudar a garantizar que los beneficios de las directrices clãnicas o las normas de atención no se pierdan en el punto de atención la campaña se basa en cambiar los comportamientos y prácticas de los médicos y los conocimientos y actitudes del público,3
la lección de esta experiencia es que el derecho de familia y el derecho de propiedad deben estar en armonãa para que haya una protección efectiva del mismo modo la polãtica nacional de género 20102020 de namibia prevé la eliminación de todos los componentes que discriminan a la mujer para armonizar el derecho consuetudinario con la constitución namibia en india la polãtica nacional para el empoderamiento de la mujer de 2001 fomenta cambios en las leyes personales como las relacionadas con el matrimonio el divorcio y la manutención para eliminar la discriminación contra la mujer,5
las mujeres entrevistadas explican que la división del trabajo en función del género ha cambiado ya que ahora tienen que hacerse cargo de varias actividades específicas de los hombres además las esposas de las familias migrantes afirman tener un mayor poder de decisión ya que la decisión de cuánto dinero invertir y qué cultivos cultivar está en sus manos del mismo modo los datos de nicaragua muestran que los padres asumen nuevos papeles de género cuando sus cónyuges emigran haciéndose cargo de las tareas domésticas y de los hijos avellan 2003,5
el cuarto enfoque añadía a las sesiones de formación y los mecanismos de seguimiento la formación de una comunidad profesional de aprendizaje reuniones escolares visitas a los centros y plataformas digitales que permitían a los profesores compartir planes de clase e intercambiar información sobre su práctica el único enfoque que podría decirse que no fue muy eficaz fue el primero limitar el desarrollo profesional a la formación inicial aunque esto podría funcionar con profesores expertos que están muy motivados y ya dominan la mayor parte del repertorio didáctico que requiere el fomento de la creatividad y el pensamiento crítico este enfoque resultó menos eficaz para mantener el compromiso de los profesores con las ideas y los materiales del proyecto a lo largo del tiempo en todos los equipos más de 400 profesores de primaria y secundaria participaron en las clases de intervención con lo que tuvieron acceso a nuevos materiales y oportunidades de formación,4
esto incluye la creación en colaboración con instituciones punteras de estados unidos de tres grandes programas destinados al desarrollo de diagnósticos moleculares el biobanco integrado de luxemburgo el centro luxemburgués de biomedicina de sistemas y un programa piloto para encontrar y validar biomarcadores para su uso en la gestión de la enfermedad y el seguimiento terapéutico en el cáncer de pulmón en 2010 estos y otros programas de investigación se unieron para crear el consorcio de medicina personalizada con el fin de coordinar y apoyar la investigación en los ámbitos del cáncer la diabetes de tipo 2 y la enfermedad de parkinson los encuestados también mencionaron que el desarrollo comercial en el ámbito del diagnóstico molecular también se promueve a través del cluster de biosalud de luxemburgo,3
consciente de estos retos japón tiene previsto introducir un personal de atención primaria especializado y diferenciado en todo el sistema sanitario a partir de 2017 en este capítulo se examinan los pasos necesarios para lograrlo y para incorporar desde el principio actividades de supervisión y mejora de la calidad el uso de estos datos por parte de la ocde se entiende sin perjuicio del estatus de los altos del golán jerusalén este y los asentamientos israelíes en cisjordania en virtud del derecho internacional en lugar de contar con un personal especializado en las funciones antes descritas la atención primaria en japón está a cargo de un cuadro de médicos semigeneralistassemiespecialistas es decir médicos que abandonan la práctica hospitalaria tras un periodo de tiempo indeterminado para establecerse como generalistas sin formación continua obligatoria en la comunidad,3
pero queda mucho por hacer para eliminar los prejuicios de género y avanzar hacia la cobertura universal hay muchas maneras de hacerlo como mínimo hay que eliminar las características de las políticas y los programas que perpetúan los estereotipos de género o el estigma social los programas de transferencias sociales por ejemplo no deben imponer condiciones que aumenten el trabajo doméstico y de cuidados no remunerado de las mujeres y deben avanzar gradualmente hacia la cobertura universal para evitar el estigma,5
la proporción de mujeres que gestionan su empresa con pérdidas es algo menor que la de hombres en estados unidos 75 de mujeres frente al 87 de hombres la razón de su cuidadosa gestión del riesgo puede ser una mayor preocupación por las consecuencias del fracaso capítulo 22 de hecho el small business service 2005 del reino unido descubrió que las mujeres con responsabilidades familiares eran especialmente cautelosas a la hora de ampliar sus compromisos y que cualquier aventura empresarial en la que se embarcaran tendría que ser independiente de las finanzas familiares y autosuficiente sin embargo no existen pruebas concluyentes de que las mujeres empresarias estén siempre menos dispuestas a asumir riesgos que los hombres croson y gneezy 2009 de media el 22 de las mujeres autónomas de 30 países de la ocde trabajan menos de 40 horas a la semana frente a sólo el 10 de los hombres autónomos,5
sin embargo en comparación con el promedio internacional el doble de los maestros de primaria en méxico participan en programas formales de inducción si tienen acceso a ellos incluso en el caso de los profesores que sí tienen acceso muy pocos participan en tutorías en la mayoría de los países los maestros de primaria reciben apoyo de otros colegas,4
